task_id,seed,ensemble,individual
190137,7,0.9388560157790928,0.9388560157790928
168911,9,0.8006700167504187,0.8224455611390284
168911,15,0.7973199329983249,0.8140703517587939
168911,14,0.8241206030150754,0.830820770519263
168757,19,0.77,0.765
190137,0,0.9388560157790928,0.9349112426035504
168911,19,0.8040201005025126,0.8241206030150754
168911,12,0.8174204355108877,0.8291457286432161
168911,17,0.8123953098827471,0.8291457286432161
168350,19,0.8418131359851989,0.9287696577243292
168911,20,0.8040201005025126,0.8207705192629816
168757,11,0.785,0.78
146820,9,0.9462809917355371,0.981404958677686
190137,4,0.940828402366864,0.9467455621301776
168911,11,0.8090452261306532,0.7973199329983249
168350,17,0.8251618871415356,0.9093432007400556
190137,8,0.9388560157790928,0.9368836291913216
168757,6,0.695,0.7
168350,18,0.8307123034227567,0.913968547641073
146820,13,0.9462809917355371,0.9886363636363636
190137,12,0.9428007889546351,0.940828402366864
168350,6,0.8297872340425532,0.9148936170212766
146820,7,0.9462809917355371,0.9917355371900828
168350,7,0.8242368177613321,0.93154486586494
168350,5,0.8149861239592969,0.902867715078631
168350,3,0.8233117483811286,0.9093432007400556
168757,3,0.77,0.7
146820,20,0.9462809917355371,0.9927685950413224
168757,10,0.75,0.745
168757,0,0.785,0.765
168911,0,0.8073701842546064,0.8224455611390284
146820,12,0.9462809917355371,0.9865702479338844
146820,19,0.9462809917355371,0.9907024793388428
168350,11,0.8260869565217391,0.91581868640148
168911,18,0.8174204355108877,0.8207705192629816
168350,8,0.8122109158186864,0.9232192414431082
168350,15,0.8353376503237743,0.9204440333024976
190137,16,0.940828402366864,0.9526627218934912
146820,8,0.9462809917355371,0.9834710743801652
146820,6,0.9462809917355371,0.987603305785124
168757,5,0.765,0.74
190137,19,0.9388560157790928,0.9428007889546351
146820,18,0.9462809917355371,0.9865702479338844
146820,16,0.9462809917355371,0.9855371900826446
168911,16,0.8174204355108877,0.8257956448911222
168350,4,0.8381128584643849,0.93154486586494
168350,1,0.8334875115633672,0.9130434782608696
190137,17,0.9428007889546351,0.9467455621301776
146820,15,0.9462809917355371,0.9927685950413224
146820,17,0.9462809917355371,0.9917355371900828
168350,14,0.8371877890841813,0.9176688251618872
146820,4,0.9462809917355371,0.984504132231405
168911,2,0.8157453936348409,0.8140703517587939
168911,8,0.8291457286432161,0.8408710217755444
168911,10,0.8040201005025126,0.8375209380234506
168757,7,0.765,0.775
190137,5,0.940828402366864,0.9132149901380672
168757,1,0.77,0.79
146820,0,0.9462809917355371,0.9762396694214877
190137,11,0.9447731755424064,0.9368836291913216
168911,4,0.8257956448911222,0.8241206030150754
190137,15,0.9428007889546351,0.9368836291913216
190137,18,0.940828402366864,0.9092702169625246
168911,5,0.8224455611390284,0.8391959798994975
168350,0,0.8242368177613321,0.9195189639222942
168350,13,0.8066604995374653,0.8936170212765957
146820,1,0.9462809917355371,0.9896694214876032
190137,10,0.9368836291913216,0.9388560157790928
168911,6,0.8207705192629816,0.8391959798994975
168757,17,0.73,0.74
168350,20,0.8344125809435707,0.9167437557816835
190137,13,0.9349112426035504,0.9171597633136096
168757,13,0.77,0.76
146820,2,0.9462809917355371,0.987603305785124
190137,14,0.9368836291913216,0.9349112426035504
168911,7,0.8107202680067002,0.830820770519263
146820,11,0.9462809917355371,0.9927685950413224
190137,9,0.940828402366864,0.9368836291913216
168757,20,0.76,0.795
190137,3,0.9447731755424064,0.9388560157790928
168350,9,0.8177613320999075,0.9241443108233116
146820,3,0.9462809917355371,0.9824380165289256
168757,15,0.78,0.76
168911,3,0.8224455611390284,0.8107202680067002
168757,16,0.755,0.7
168757,18,0.77,0.765
190137,2,0.9428007889546351,0.9368836291913216
190137,20,0.940828402366864,0.940828402366864
168757,12,0.75,0.765
168911,1,0.8023450586264657,0.8274706867671692
168757,4,0.805,0.79
168350,16,0.8381128584643849,0.9195189639222942
168757,14,0.78,0.75
168757,2,0.755,0.76
146820,5,0.9462809917355371,0.9907024793388428
168757,9,0.755,0.75
168911,13,0.8257956448911222,0.8425460636515912
168350,12,0.8344125809435707,0.9176688251618872
190137,6,0.940828402366864,0.940828402366864
168350,10,0.8270120259019427,0.906567992599445
168350,2,0.8547641073080481,0.9176688251618872
168757,8,0.755,0.75
190137,1,0.9428007889546351,0.9467455621301776
146820,14,0.9462809917355371,0.987603305785124
146820,10,0.9462809917355371,0.9855371900826446
